medicine_id,medicine_name,category,company,dosage_mg,pack_size,manufacturing_cost,import_status,demand_level,expiry_months,prescription_required,price
1195,Seclo,Tablet,Beximco,250,20,22.19,Local,High,29,1,84.77
1196,Histacin,Injection,NovoNordisk,250,10,178.9,Local,Medium,16,0,362.6
1197,Ace,Tablet,Incepta,50,1,48.38,Imported,High,18,1,242.97
1198,Ceevit,Syrup,Square,1000,10,83.0,Local,High,36,1,194.21
1199,Paracetamol,Syrup,Beximco,50,5,168.48,Imported,Medium,23,1,464.82
1200,Ace,Syrup,NovoNordisk,500,5,32.77,Imported,Low,18,0,166.21
1201,Histacin,Capsule,NovoNordisk,1000,1,152.48,Local,Medium,18,0,360.96
1202,Ceevit,Syrup,Renata,1000,20,125.92,Local,Low,34,0,243.61
1203,Histacin,Syrup,Square,50,1,183.79,Local,Low,25,0,293.23
1204,Histacin,Syrup,Beximco,250,20,91.95,Local,Medium,7,0,200.69
1205,Napa,Syrup,NovoNordisk,500,5,60.02,Local,Low,16,1,112.69
1206,Paracetamol,Tablet,NovoNordisk,1000,20,12.99,Imported,Low,20,1,155.79
1207,Paracetamol,Injection,Square,500,20,175.08,Local,High,23,1,416.77
1208,Paracetamol,Syrup,Incepta,500,10,93.34,Imported,High,20,0,335.08
1209,Histacin,Injection,Square,250,5,172.38,Local,High,8,0,431.75
1210,Insulin,Capsule,NovoNordisk,500,20,30.94,Imported,High,23,1,225.43
1211,Ace,Capsule,Square,250,10,168.15,Local,High,35,0,406.8
1212,Ace,Injection,Square,100,5,165.9,Imported,High,18,1,550.8
1213,Paracetamol,Syrup,Square,500,10,153.14,Local,Low,16,1,355.2
1214,Paracetamol,Tablet,Square,1000,20,168.19,Local,Medium,12,0,348.99
1215,Seclo,Tablet,NovoNordisk,250,20,155.73,Local,Low,36,1,337.88
1216,Ceevit,Tablet,Renata,250,10,158.33,Imported,Low,10,1,443.56
1217,Paracetamol,Tablet,NovoNordisk,50,20,21.17,Imported,Low,13,1,81.59
1218,Ceevit,Syrup,NovoNordisk,1000,20,115.94,Imported,High,25,1,387.24
1219,Seclo,Tablet,Square,500,1,184.95,Imported,Low,28,0,461.67
1220,Histacin,Syrup,Renata,50,10,108.19,Imported,High,35,1,348.66
1221,Paracetamol,Syrup,Beximco,1000,10,150.53,Imported,Medium,12,0,273.59
1222,Ceevit,Syrup,NovoNordisk,100,5,196.07,Imported,Medium,34,0,407.7
1223,Histacin,Tablet,Square,50,1,10.78,Local,Low,8,0,19.06
1224,Histacin,Tablet,Renata,500,5,193.17,Imported,Medium,34,1,466.31
1225,Napa,Injection,Square,100,5,177.01,Imported,Low,25,1,438.27
1226,Napa,Syrup,Incepta,50,20,42.83,Local,Low,33,1,88.57
1227,Ace,Tablet,NovoNordisk,500,20,198.6,Local,Low,25,0,439.4
1228,Ceevit,Syrup,Renata,50,10,160.67,Local,High,20,0,291.84
1229,Ace,Capsule,Renata,50,5,45.78,Imported,Medium,18,1,195.44
1230,Paracetamol,Tablet,Incepta,1000,5,75.54,Local,High,21,1,142.37
1231,Paracetamol,Syrup,Square,100,1,179.0,Local,Medium,28,0,412.56
1232,Histacin,Injection,NovoNordisk,1000,20,82.62,Imported,High,11,1,365.57
1233,Insulin,Tablet,Square,500,5,190.53,Imported,Low,35,0,514.6
1234,Seclo,Tablet,Square,250,10,103.38,Local,High,19,1,252.38
1235,Insulin,Injection,Beximco,250,20,72.73,Imported,High,22,1,279.53
1236,Histacin,Injection,Incepta,500,20,57.38,Local,Low,9,0,122.86
1237,Ceevit,Capsule,Square,100,5,74.26,Local,Medium,28,0,99.48
1238,Paracetamol,Injection,NovoNordisk,1000,5,123.52,Imported,Medium,16,1,246.39
1239,Napa,Injection,Beximco,50,10,28.65,Imported,Medium,7,0,141.24
1240,Histacin,Injection,Renata,100,5,176.17,Imported,Medium,31,0,374.88
1241,Ceevit,Tablet,NovoNordisk,500,10,111.65,Local,Medium,13,0,204.8
1242,Paracetamol,Tablet,Incepta,250,10,45.36,Imported,Low,30,1,158.72
1243,Insulin,Syrup,Incepta,100,10,71.35,Local,High,16,1,162.45
1244,Ceevit,Capsule,Square,500,10,98.86,Local,Medium,26,0,180.46
1245,Ace,Syrup,Square,100,5,64.75,Imported,High,14,1,313.22
1246,Insulin,Syrup,Incepta,250,5,155.6,Imported,Low,33,1,448.41
1247,Seclo,Syrup,NovoNordisk,250,10,28.94,Local,Low,26,1,38.5
1248,Paracetamol,Capsule,NovoNordisk,100,20,39.86,Imported,Medium,35,0,203.71
1249,Insulin,Syrup,NovoNordisk,100,1,111.32,Local,High,22,0,229.82
1250,Ceevit,Tablet,Beximco,50,10,79.09,Imported,High,11,0,220.76
1251,Insulin,Capsule,Square,250,10,143.97,Local,High,21,0,236.26
1252,Ceevit,Capsule,Beximco,100,20,109.65,Imported,Low,18,1,282.97
1253,Napa,Tablet,Beximco,250,10,149.17,Imported,High,13,0,400.27
1254,Histacin,Injection,Beximco,1000,20,29.2,Local,High,11,1,82.75
1255,Seclo,Syrup,Renata,50,1,195.16,Local,Medium,21,1,431.0
1256,Histacin,Syrup,Renata,500,1,122.27,Local,Low,35,0,299.87
1257,Seclo,Injection,Renata,500,5,134.89,Local,Low,8,0,205.61
1258,Insulin,Tablet,Square,500,5,179.1,Imported,High,26,0,461.28
1259,Napa,Tablet,Renata,50,5,112.33,Imported,Low,7,0,376.62
1260,Seclo,Injection,Incepta,250,5,107.64,Local,Low,27,1,185.1
1261,Histacin,Capsule,Renata,100,20,74.27,Local,High,17,1,151.88
1262,Seclo,Capsule,Square,50,1,102.07,Imported,Low,20,1,239.11
1263,Paracetamol,Injection,Renata,250,5,159.31,Local,Medium,12,1,360.59
1264,Ceevit,Tablet,Renata,1000,10,108.41,Imported,Low,7,1,385.58
1265,Ceevit,Capsule,Beximco,100,10,160.63,Imported,Medium,31,0,456.02
1266,Seclo,Injection,Beximco,100,1,132.49,Imported,Medium,25,1,371.0
1267,Paracetamol,Syrup,NovoNordisk,1000,1,65.61,Local,Medium,8,1,127.19
1268,Seclo,Capsule,Incepta,50,1,39.95,Imported,High,27,1,177.32
1269,Ace,Capsule,Renata,500,10,156.76,Local,High,27,0,274.92
1270,Ceevit,Syrup,Renata,500,20,120.96,Local,Low,6,1,261.67
1271,Seclo,Tablet,NovoNordisk,250,5,152.27,Imported,Medium,14,1,429.36
1272,Paracetamol,Capsule,Renata,250,5,15.95,Imported,Medium,7,1,86.01
1273,Napa,Syrup,Beximco,250,20,150.79,Imported,Low,29,1,418.66
1274,Ceevit,Tablet,Square,100,5,51.34,Imported,Low,29,0,237.23
1275,Paracetamol,Tablet,NovoNordisk,50,1,97.28,Imported,Low,10,1,232.81
1276,Ace,Capsule,Incepta,1000,5,182.68,Local,High,7,0,342.32
1277,Napa,Syrup,Incepta,500,1,185.16,Local,High,20,0,429.66
1278,Insulin,Capsule,Incepta,500,20,91.52,Imported,Low,26,0,231.58
1279,Ace,Syrup,Square,1000,10,160.49,Local,Medium,13,0,302.05
1280,Seclo,Tablet,Beximco,1000,20,79.51,Local,Low,9,1,155.51
1281,Insulin,Syrup,Incepta,100,5,31.52,Local,High,21,0,102.89
1282,Paracetamol,Tablet,NovoNordisk,1000,1,172.83,Imported,High,32,0,405.19
1283,Napa,Injection,Square,250,1,48.01,Local,Medium,34,0,93.79
1284,Ceevit,Injection,NovoNordisk,100,5,22.13,Imported,Medium,7,0,121.33
1285,Insulin,Injection,Beximco,100,1,79.53,Imported,High,20,1,262.65
1286,Ace,Capsule,Renata,100,1,199.01,Imported,Medium,15,1,470.23
1287,Ceevit,Tablet,Beximco,100,20,152.95,Imported,Low,29,0,416.6
1288,Ceevit,Capsule,Renata,1000,1,100.82,Imported,Low,34,1,234.1
1289,Ceevit,Capsule,Incepta,250,5,107.31,Local,High,33,0,276.35
1290,Insulin,Tablet,Beximco,100,20,83.65,Local,Medium,16,0,177.82
1291,Histacin,Syrup,Renata,100,5,182.21,Local,Medium,7,1,284.29
1292,Ace,Tablet,Incepta,1000,5,77.47,Imported,High,31,0,222.92
1293,Histacin,Syrup,Square,250,5,110.04,Local,High,16,1,205.93
1294,Napa,Injection,Beximco,100,1,185.38,Imported,Low,9,1,359.27
1295,Ceevit,Injection,Renata,1000,1,182.74,Imported,Medium,27,1,375.43
1296,Ceevit,Capsule,Square,1000,5,84.58,Imported,Low,8,1,283.63
1297,Napa,Capsule,Square,50,1,107.48,Local,Medium,9,1,141.91
1298,Histacin,Syrup,Beximco,100,5,86.81,Imported,Medium,23,1,200.22
1299,Histacin,Syrup,Beximco,100,10,74.6,Local,High,10,0,225.91
1300,Napa,Tablet,Renata,250,1,68.92,Imported,High,36,0,301.51
1301,Seclo,Injection,NovoNordisk,250,10,34.98,Local,High,28,1,100.74
1302,Napa,Injection,Renata,500,20,147.56,Imported,Medium,8,1,350.24
1303,Histacin,Capsule,Renata,100,5,158.37,Local,High,33,0,300.93
1304,Napa,Injection,Renata,250,20,157.99,Local,Medium,17,1,353.33
1305,Ceevit,Capsule,Incepta,100,10,178.78,Local,High,20,1,277.92
1306,Napa,Capsule,Renata,1000,1,162.9,Local,High,33,0,417.87
1307,Paracetamol,Syrup,Incepta,100,10,106.31,Imported,Medium,22,0,283.28
1308,Seclo,Tablet,Square,100,5,149.13,Imported,Low,19,1,401.18
1309,Ace,Injection,Incepta,50,20,21.4,Local,Low,9,1,36.81
1310,Ace,Tablet,Incepta,100,1,56.53,Local,Medium,8,1,86.12
1311,Napa,Capsule,Beximco,1000,20,198.57,Imported,Low,13,1,356.67
1312,Insulin,Injection,Beximco,1000,5,115.38,Imported,High,8,1,381.44
1313,Insulin,Capsule,Beximco,50,1,92.47,Local,Medium,36,0,196.77
1314,Ceevit,Syrup,Renata,100,1,27.68,Local,Low,19,0,47.2
1315,Histacin,Tablet,Incepta,250,5,33.84,Local,High,32,0,111.81
1316,Paracetamol,Syrup,Incepta,100,1,155.16,Local,High,12,1,275.87
1317,Ceevit,Injection,Square,50,20,154.46,Local,Medium,29,1,204.12
1318,Histacin,Tablet,Beximco,500,5,87.52,Local,Medium,19,0,144.73
1319,Paracetamol,Tablet,Beximco,100,10,174.94,Local,Low,8,0,282.39
1320,Ceevit,Injection,Beximco,1000,1,155.77,Imported,High,14,0,499.25
1321,Ace,Syrup,Renata,500,10,50.94,Imported,Medium,6,1,174.74
1322,Paracetamol,Syrup,Square,100,5,71.27,Imported,Medium,33,1,274.09
1323,Insulin,Injection,Incepta,1000,20,166.29,Local,Low,10,0,331.49
1324,Paracetamol,Injection,Beximco,500,20,192.84,Imported,Low,31,1,467.96
1325,Ace,Syrup,Incepta,500,5,98.94,Imported,Low,12,0,220.95
1326,Insulin,Syrup,NovoNordisk,1000,20,40.28,Imported,Medium,7,1,230.89
1327,Ceevit,Capsule,Renata,500,10,57.13,Local,Medium,13,1,101.17
1328,Histacin,Tablet,Square,100,5,127.84,Imported,Low,9,1,270.82
1329,Ace,Syrup,NovoNordisk,1000,1,104.21,Imported,Low,32,0,294.1
1330,Ceevit,Tablet,Square,250,20,55.54,Imported,Medium,25,0,229.97
1331,Seclo,Tablet,Incepta,250,5,112.14,Local,High,6,1,215.51
1332,Histacin,Syrup,Incepta,100,1,73.96,Imported,Low,9,1,215.36
1333,Ceevit,Capsule,Renata,1000,20,118.37,Imported,High,19,0,351.96
1334,Napa,Injection,Renata,100,20,71.31,Local,Low,12,0,168.44
1335,Napa,Capsule,Renata,50,10,197.8,Local,Low,20,0,264.47
1336,Ace,Syrup,Incepta,1000,5,117.45,Imported,High,34,1,311.61
1337,Seclo,Syrup,Renata,250,5,97.23,Local,High,14,0,154.95
1338,Histacin,Capsule,Renata,250,20,49.11,Imported,High,24,1,229.72
1339,Histacin,Injection,Beximco,100,1,88.15,Imported,Low,26,0,229.86
1340,Ceevit,Syrup,Incepta,250,10,32.44,Local,High,19,0,109.68
1341,Histacin,Syrup,Beximco,250,10,22.2,Local,Medium,16,0,36.46
1342,Histacin,Capsule,Beximco,1000,5,148.66,Local,Medium,27,1,347.71
1343,Histacin,Syrup,Incepta,250,5,67.45,Imported,Medium,30,0,196.49
1344,Seclo,Tablet,Incepta,250,20,175.36,Imported,High,31,1,558.66
1345,Ace,Capsule,Renata,50,1,172.46,Local,High,15,1,385.99
1346,Histacin,Capsule,Beximco,50,1,136.93,Imported,Medium,8,0,255.36
1347,Paracetamol,Injection,NovoNordisk,1000,10,18.11,Imported,Medium,18,0,105.71
1348,Seclo,Capsule,Incepta,50,5,71.72,Local,Medium,9,0,150.71
1349,Paracetamol,Capsule,Renata,500,10,45.48,Local,Medium,17,1,110.24
1350,Seclo,Capsule,Beximco,500,1,128.98,Local,Low,26,1,299.97
1351,Insulin,Injection,Beximco,250,1,50.74,Local,Medium,18,0,83.98
1352,Paracetamol,Tablet,Beximco,1000,1,66.93,Local,Medium,6,1,148.65
1353,Napa,Capsule,Beximco,500,10,91.57,Local,Low,13,1,127.86
1354,Insulin,Injection,Incepta,100,5,152.35,Imported,Low,17,0,494.13
1355,Paracetamol,Syrup,Incepta,100,1,153.02,Local,Low,25,1,348.68
1356,Ceevit,Syrup,Square,100,20,48.84,Imported,Medium,15,0,193.01
1357,Seclo,Injection,Beximco,250,20,183.01,Imported,Medium,9,0,417.31
1358,Ace,Injection,Renata,500,10,54.55,Local,Medium,13,0,114.33
1359,Ace,Capsule,Square,50,20,10.05,Local,Medium,31,1,17.91
1360,Ace,Tablet,Square,1000,5,58.62,Imported,High,31,0,229.57
1361,Paracetamol,Injection,Renata,50,10,138.33,Imported,Medium,24,1,327.23
1362,Ace,Injection,Square,100,10,53.74,Imported,High,22,0,210.39
1363,Insulin,Capsule,Incepta,50,20,186.7,Local,High,13,1,370.86
1364,Ceevit,Syrup,NovoNordisk,500,1,115.37,Imported,Low,36,0,301.75
1365,Seclo,Capsule,Incepta,500,10,72.61,Imported,Low,16,0,241.86
1366,Napa,Capsule,Renata,500,20,92.86,Local,Low,10,1,131.23
1367,Napa,Injection,Renata,500,20,79.17,Imported,Low,25,1,178.03
1368,Paracetamol,Capsule,Square,100,5,165.04,Imported,Low,20,0,322.6
1369,Seclo,Syrup,Renata,50,1,55.82,Local,Medium,27,1,120.58
1370,Paracetamol,Tablet,NovoNordisk,250,20,23.27,Imported,High,9,0,164.44
1371,Histacin,Tablet,NovoNordisk,500,5,131.66,Imported,Low,8,1,355.93
1372,Ceevit,Injection,Renata,100,5,81.66,Imported,High,8,0,374.21
1373,Seclo,Injection,Incepta,100,5,163.4,Imported,High,19,0,486.34
1374,Insulin,Capsule,NovoNordisk,1000,1,140.74,Imported,Medium,24,0,398.64
1375,Histacin,Syrup,Incepta,50,5,140.37,Local,High,10,0,285.53
1376,Paracetamol,Tablet,Renata,250,1,85.04,Local,Medium,28,0,134.2
1377,Napa,Injection,Beximco,500,20,130.4,Imported,High,20,0,381.48
1378,Insulin,Syrup,Incepta,100,1,118.87,Local,Low,27,0,199.41
1379,Paracetamol,Tablet,Beximco,250,5,195.36,Local,Low,11,1,451.03
1380,Histacin,Syrup,Renata,50,5,69.98,Local,High,17,0,189.23
1381,Seclo,Tablet,Renata,50,5,195.15,Imported,High,32,1,503.25
1382,Paracetamol,Tablet,NovoNordisk,1000,5,151.81,Imported,Medium,24,1,287.77
1383,Seclo,Syrup,NovoNordisk,100,5,88.7,Local,Low,9,1,156.31
1384,Ceevit,Capsule,Square,500,1,95.87,Imported,Medium,20,0,202.88
1385,Seclo,Tablet,Incepta,500,10,59.96,Imported,High,11,0,244.43
1386,Napa,Injection,NovoNordisk,1000,20,71.23,Imported,Medium,9,1,277.01
1387,Histacin,Syrup,NovoNordisk,1000,5,112.16,Local,Low,20,0,161.45
1388,Paracetamol,Capsule,Beximco,100,5,54.19,Imported,High,36,1,276.16
1389,Seclo,Tablet,NovoNordisk,100,20,162.41,Local,Low,31,1,356.29
1390,Paracetamol,Syrup,NovoNordisk,50,1,159.29,Local,High,6,0,325.52
1391,Napa,Tablet,Incepta,500,1,146.73,Imported,Medium,30,0,379.39
1392,Napa,Capsule,Square,500,5,42.31,Local,Low,27,1,58.92
1393,Seclo,Injection,Square,100,1,143.41,Imported,Medium,21,1,297.11
1394,Ace,Tablet,Renata,250,20,117.93,Imported,Medium,16,1,248.81
1395,Histacin,Injection,Incepta,250,1,34.43,Imported,Low,28,1,157.96
1396,Ace,Tablet,NovoNordisk,50,1,164.9,Local,Medium,14,0,316.19
1397,Paracetamol,Syrup,Incepta,100,20,192.24,Local,Medium,24,0,322.24
1398,Histacin,Syrup,Square,250,5,151.31,Imported,High,7,1,380.05
1399,Ceevit,Capsule,Square,50,5,125.91,Imported,Medium,17,1,313.33
1400,Napa,Tablet,Incepta,250,10,95.62,Local,High,32,0,206.14
1401,Seclo,Capsule,Beximco,50,1,197.31,Local,Low,12,1,293.3
1402,Histacin,Injection,Square,100,1,199.69,Local,Medium,17,0,264.53
1403,Ceevit,Syrup,Beximco,50,20,168.37,Imported,Medium,14,0,445.56
1404,Paracetamol,Injection,Incepta,50,1,145.24,Imported,Medium,23,0,351.95
1405,Seclo,Syrup,Renata,100,20,191.57,Local,High,17,0,423.97
1406,Napa,Syrup,NovoNordisk,1000,1,138.76,Local,Low,17,1,267.07
1407,Seclo,Capsule,Beximco,250,20,78.79,Local,Medium,35,1,117.77
1408,Ceevit,Injection,Square,250,5,107.46,Local,Low,36,1,211.65
1409,Ace,Capsule,Beximco,1000,20,110.03,Imported,Medium,10,1,315.61
1410,Insulin,Injection,Square,50,10,146.31,Imported,Low,19,0,328.48
1411,Ace,Syrup,Beximco,50,5,16.87,Local,Medium,10,0,23.48
1412,Histacin,Capsule,Incepta,500,5,191.81,Local,Low,30,1,357.13
1413,Histacin,Injection,Incepta,1000,20,88.1,Local,Low,15,1,129.42
1414,Histacin,Capsule,NovoNordisk,100,5,16.46,Imported,High,18,1,222.52
1415,Paracetamol,Syrup,Renata,100,20,49.2,Local,High,18,0,124.15
1416,Napa,Capsule,Renata,50,20,108.26,Local,High,20,1,256.29
1417,Ceevit,Capsule,Incepta,1000,20,98.92,Imported,High,15,1,296.3
1418,Ceevit,Capsule,Beximco,1000,10,165.24,Local,Low,34,0,297.49
1419,Ceevit,Capsule,NovoNordisk,50,5,134.4,Imported,Low,32,0,304.39
1420,Paracetamol,Syrup,Beximco,1000,5,36.66,Local,Low,33,1,91.53
1421,Seclo,Injection,NovoNordisk,500,1,20.39,Local,Low,23,1,28.86
1422,Insulin,Injection,Beximco,500,10,28.86,Local,High,26,1,78.08
1423,Paracetamol,Tablet,Renata,100,1,175.86,Imported,High,28,1,361.63
1424,Insulin,Tablet,Square,50,10,95.41,Local,Medium,17,1,193.34
1425,Ace,Tablet,Square,250,20,51.9,Imported,Low,35,0,206.37
1426,Histacin,Syrup,Incepta,500,1,135.91,Local,High,36,0,343.38
1427,Ace,Injection,Beximco,1000,5,104.34,Local,Medium,18,1,248.49
1428,Histacin,Injection,Beximco,100,5,168.41,Imported,High,29,1,547.19
1429,Insulin,Capsule,Beximco,100,10,102.49,Imported,Low,32,0,317.37
1430,Histacin,Injection,NovoNordisk,100,20,43.14,Imported,High,8,0,186.29
1431,Napa,Tablet,Renata,250,1,147.13,Local,Low,15,0,343.89
1432,Ceevit,Capsule,Beximco,500,5,69.24,Imported,Low,33,1,222.64
1433,Ace,Tablet,Incepta,250,20,66.43,Local,Medium,30,1,134.64
1434,Ceevit,Injection,Beximco,50,10,124.77,Local,High,6,0,215.69
1435,Ceevit,Tablet,Square,1000,5,103.73,Imported,Medium,36,1,338.41
1436,Ceevit,Syrup,NovoNordisk,1000,20,130.76,Local,Medium,20,1,218.3
1437,Seclo,Syrup,Incepta,50,1,187.1,Imported,High,15,0,434.11
1438,Ace,Tablet,Renata,50,5,89.6,Local,Low,28,1,133.81
1439,Napa,Capsule,Incepta,250,1,58.14,Local,High,13,0,123.48
1440,Ace,Injection,Incepta,1000,5,195.43,Imported,Low,17,0,484.02
1441,Napa,Syrup,NovoNordisk,250,1,57.57,Local,High,10,0,144.76
1442,Ace,Injection,Beximco,1000,20,86.85,Imported,High,29,0,284.19
1443,Ace,Syrup,Incepta,250,10,54.04,Imported,Low,34,1,262.21
1444,Ceevit,Capsule,Incepta,250,10,119.64,Imported,Medium,6,0,280.1
1445,Napa,Syrup,Beximco,100,1,58.23,Local,High,18,1,185.77
1446,Histacin,Capsule,Incepta,100,10,80.74,Local,Low,17,0,197.32
1447,Ace,Capsule,Beximco,1000,1,117.79,Imported,Medium,10,1,335.97
1448,Napa,Capsule,Square,100,5,16.15,Local,Low,19,1,29.11
1449,Paracetamol,Injection,NovoNordisk,100,5,40.17,Imported,Medium,17,1,208.6
1450,Ace,Syrup,Square,100,5,149.53,Imported,High,26,1,533.37
1451,Paracetamol,Injection,Square,250,10,141.47,Local,Medium,17,0,225.87
1452,Seclo,Capsule,Incepta,500,10,67.44,Imported,High,34,0,276.03
1453,Seclo,Injection,Square,250,20,128.71,Local,Medium,9,1,315.24
1454,Insulin,Syrup,Beximco,100,1,79.91,Local,Medium,34,1,185.76
1455,Paracetamol,Tablet,Incepta,100,5,140.87,Imported,High,29,1,337.52
1456,Ceevit,Injection,Incepta,1000,10,178.2,Local,Low,23,1,372.59
1457,Ceevit,Tablet,Beximco,50,20,99.42,Local,Medium,14,1,193.56
1458,Ceevit,Capsule,Beximco,100,10,155.91,Local,High,25,0,290.54
1459,Ceevit,Capsule,Renata,1000,5,58.35,Imported,Medium,11,0,146.91
1460,Histacin,Syrup,Square,500,20,86.91,Imported,Medium,15,0,219.3
1461,Histacin,Capsule,NovoNordisk,500,5,163.94,Imported,Medium,21,1,381.44
1462,Insulin,Capsule,Square,250,1,193.49,Local,Medium,18,1,278.63
1463,Ace,Injection,Incepta,500,10,97.59,Local,Low,21,0,136.57
1464,Histacin,Injection,Incepta,50,1,158.16,Imported,Low,25,1,329.93
1465,Napa,Capsule,Beximco,100,20,62.34,Imported,Medium,19,0,226.4
1466,Paracetamol,Syrup,NovoNordisk,100,1,191.78,Local,Low,8,0,309.48
1467,Insulin,Tablet,Beximco,500,20,47.74,Imported,High,17,0,298.45
1468,Ace,Tablet,Renata,100,1,193.46,Local,Low,23,1,368.0
1469,Napa,Injection,Square,250,1,35.78,Local,Low,22,1,86.14
1470,Histacin,Injection,NovoNordisk,50,1,120.58,Local,High,13,1,291.59
1471,Napa,Capsule,Renata,250,5,115.24,Local,High,18,0,253.44
1472,Histacin,Tablet,NovoNordisk,500,1,153.43,Local,High,33,0,288.05
1473,Ceevit,Injection,Renata,50,20,85.91,Local,Low,34,0,203.14
1474,Insulin,Syrup,Incepta,250,10,149.04,Imported,Low,31,0,371.16
1475,Napa,Tablet,Incepta,50,1,123.38,Local,High,11,1,250.72
1476,Ceevit,Tablet,NovoNordisk,500,10,157.26,Imported,Low,6,0,372.71
1477,Insulin,Capsule,Renata,50,20,16.38,Imported,High,31,0,171.46
1478,Histacin,Syrup,Incepta,500,10,31.46,Local,Medium,21,1,45.82
1479,Histacin,Tablet,Square,1000,10,59.83,Local,Low,10,1,87.03
1480,Seclo,Syrup,Incepta,250,5,10.53,Imported,High,34,1,167.76
1481,Seclo,Syrup,Renata,250,10,131.29,Imported,Medium,24,1,340.62
1482,Seclo,Injection,Renata,500,10,94.87,Local,Medium,23,0,125.44
1483,Seclo,Injection,Incepta,500,20,41.88,Local,Low,27,0,63.36
1484,Seclo,Tablet,Renata,1000,10,86.05,Imported,High,20,0,319.73
1485,Ceevit,Injection,Incepta,1000,20,187.06,Imported,Medium,23,1,435.21
1486,Ceevit,Syrup,NovoNordisk,1000,5,49.65,Local,Medium,6,1,77.29
1487,Napa,Injection,Beximco,100,5,101.8,Imported,High,19,0,385.38
1488,Histacin,Injection,NovoNordisk,50,10,30.5,Local,High,34,0,84.95
1489,Seclo,Injection,Beximco,500,10,183.7,Local,Medium,28,1,322.66
1490,Seclo,Syrup,NovoNordisk,250,20,170.89,Local,High,20,0,317.09
1491,Paracetamol,Syrup,NovoNordisk,1000,20,80.4,Local,Low,36,0,179.12
1492,Seclo,Syrup,Beximco,1000,1,61.51,Local,High,32,1,151.88
1493,Seclo,Tablet,Beximco,250,5,48.58,Local,Low,19,1,100.02
1494,Paracetamol,Tablet,Beximco,100,10,110.8,Imported,Low,33,0,371.81
1495,Seclo,Injection,Square,1000,5,188.56,Imported,Medium,32,1,610.04
1496,Insulin,Capsule,Renata,1000,5,130.03,Imported,High,24,1,460.36
1497,Ace,Capsule,Beximco,500,5,55.91,Local,High,15,1,109.47
1498,Ace,Capsule,Beximco,1000,5,146.13,Imported,Medium,20,0,342.42
1499,Insulin,Injection,Renata,50,10,41.15,Imported,Medium,36,0,160.16
1500,Napa,Syrup,NovoNordisk,250,20,137.37,Imported,Medium,11,1,407.3
1501,Histacin,Syrup,Square,50,1,162.79,Imported,High,19,1,311.89
1502,Paracetamol,Tablet,Square,50,5,55.06,Local,High,10,0,136.38
1503,Histacin,Capsule,Renata,1000,5,14.55,Local,Low,12,1,27.37
1504,Paracetamol,Syrup,Incepta,1000,1,99.11,Local,High,21,1,238.85
1505,Insulin,Syrup,NovoNordisk,250,20,73.46,Local,High,31,0,189.85
1506,Napa,Capsule,Beximco,50,1,191.57,Imported,High,7,1,486.74
1507,Seclo,Capsule,Incepta,50,20,78.06,Local,Low,17,1,115.41
1508,Ace,Tablet,Square,250,10,198.67,Local,Medium,16,1,340.61
1509,Ceevit,Capsule,Square,250,20,133.01,Imported,Medium,11,0,396.9
1510,Histacin,Capsule,Beximco,1000,5,198.19,Imported,Low,34,1,494.52
1511,Seclo,Syrup,NovoNordisk,50,20,21.24,Local,High,16,0,67.14
1512,Paracetamol,Syrup,Beximco,50,10,84.68,Imported,Medium,25,1,270.36
1513,Paracetamol,Capsule,NovoNordisk,250,5,197.66,Imported,Medium,32,0,438.63
1514,Ceevit,Tablet,NovoNordisk,500,1,145.54,Imported,Low,26,1,391.09
1515,Ceevit,Injection,NovoNordisk,1000,10,35.71,Imported,High,13,1,197.12
1516,Ceevit,Syrup,Beximco,250,5,119.81,Local,Low,15,1,177.84
1517,Insulin,Injection,Square,250,10,51.19,Local,Medium,34,1,82.1
1518,Napa,Capsule,Beximco,500,5,61.31,Imported,High,31,0,326.36
1519,Ace,Syrup,Beximco,50,10,165.22,Local,Low,19,1,398.83
1520,Insulin,Injection,Square,1000,20,46.72,Imported,Medium,24,1,200.58
1521,Paracetamol,Capsule,Beximco,100,10,153.77,Imported,Low,22,1,284.63
1522,Paracetamol,Syrup,Beximco,250,1,14.19,Local,Medium,10,1,33.94
1523,Paracetamol,Injection,Incepta,500,1,110.04,Local,Low,9,1,194.93
1524,Histacin,Injection,Renata,500,10,149.26,Local,Medium,24,0,281.59
1525,Histacin,Capsule,Square,100,10,144.14,Local,High,12,0,271.79
1526,Seclo,Tablet,Square,50,10,164.93,Imported,Medium,7,1,422.92
1527,Paracetamol,Injection,NovoNordisk,250,10,103.82,Local,High,17,0,249.32
1528,Napa,Syrup,Square,1000,5,54.91,Imported,Medium,24,0,222.74
1529,Histacin,Injection,Square,250,10,86.84,Imported,Low,13,0,308.22
1530,Ceevit,Syrup,Square,100,1,65.81,Local,Low,17,1,100.07
1531,Seclo,Capsule,NovoNordisk,50,20,20.41,Imported,Medium,32,0,162.76
1532,Seclo,Syrup,Beximco,100,5,129.06,Local,High,32,1,253.35
1533,Ceevit,Syrup,Renata,50,10,187.87,Local,Medium,17,0,436.86
1534,Ace,Syrup,Beximco,250,1,100.45,Imported,Low,35,0,274.3
1535,Napa,Injection,Renata,250,10,18.09,Imported,Low,15,0,140.04
1536,Insulin,Syrup,Renata,50,1,169.82,Imported,Low,9,0,515.06
1537,Paracetamol,Syrup,Square,50,5,79.03,Local,High,35,1,175.32
